Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
0.3070291420253439,0.7833447399183215,0.007273351141651119,-0.042348944583366355,0.07984393667062406,0.5172569069897568,0.12992434419969728,0.24126040979172414
0.38680195459474337,0.9226007777769213,0.020923785078377444,-0.16079402386582187,0.11004912840573913,0.4303186066198452,0.29256165539965817,0.017644522999066492
0.3491454956261768,0.9102463281662228,0.06565393553461296,0.03530495266940953,0.051273390091268425,0.4589267898090637,0.2817229073313873,-0.04662640840232313
0.3257835659285049,0.8335267149735206,-0.11895149565487251,-0.019745009684352166,0.27131203598446907,0.4227419141368818,0.15663227791159096,0.035448055166988346
0.5985105128811758,0.7238766564157805,-0.04969797668823728,-0.10322489860779238,0.17996872791525953,0.4837013287434394,0.2441129239289862,-0.19804587517719796
0.28042327265720535,0.8193284625130933,-0.07620675840517355,-0.04105978013658085,0.0812169398132214,0.4137595395033866,0.22269051675742785,-0.002340915482524575
0.4980736577123179,0.8224705114191315,-0.016755841587896336,-0.13656907472190183,0.16266082652280817,0.5189768523721666,0.2011782960799112,0.04210393510581767
0.550704952736131,0.7465781507127798,0.18291674171677386,0.15519957628790926,0.057342656252877156,0.06721782939487586,0.5044620305456076,-0.34106798085389767
0.4317784797197265,0.7814230517455814,0.009837732310602032,-0.06941651436195978,0.11331002805674742,0.4598510391631243,0.27112145160641643,-0.07418215950526985
0.2803301898092192,0.841112923430455,-0.11332501347399884,-0.06120400543003024,0.11782316954033598,0.6152444613103205,0.39994497794570183,0.10444824452844725
0.4390725115973655,0.9106896867572518,-0.13997305324472697,-0.03470039467422156,0.0044689149817870345,0.5453194186704271,0.2433024247543334,-0.15132036308307395
0.19368035537678385,0.7498129598240081,-0.0067725948610610764,-0.06258986199428929,0.0873788620689128,0.4799047704506777,0.08169294510472813,0.1677838840188508
0.3261377873656161,1.0239804881098054,-0.19313056247345656,-0.002187595980179813,-0.021531875674613926,0.6222567329473535,0.29822642076012873,0.0668039222608795
0.28133080564002133,0.7743689798390321,-0.1424154207054591,0.001087753362002425,0.1374762845063534,0.3965100946189872,0.21967874067413473,0.0901814732885804
0.27360844200289175,0.7200987435902679,-0.04195505188898574,0.09124194945315306,0.1933361306284338,0.4509013688086061,0.2015674811283431,0.18552036934132488
0.3063914362632758,0.8892254432053485,0.047758160503681424,-0.11688459657006711,0.11196145434213867,0.5810813876076414,0.14026122748274528,0.04348838376279063
0.3179739818944602,0.9416456127696502,-0.0948944412945171,0.006281086332874608,0.12374924312658359,0.4508915727535191,0.2180577324129067,0.1162288926685433
0.221888166350805,0.885538119157997,-0.25890334942068427,0.01786793985191748,-0.02895876312474202,0.38952047687125635,0.26711817526088333,0.1830733164602928
0.30114402500410486,0.7624911074201812,-0.14173792833426013,-0.1343520633783566,0.074514814027832,0.4207974542466779,0.19599661829644077,0.16399350973931393
0.420917668646196,0.807335997992527,-0.15890403165282432,-0.008228725766591838,0.06712257598947335,0.4800114465382188,0.25353737032067647,-0.022455512212344875
0.3164969577361214,0.9372427258170413,-0.06376284898269347,0.0049293742532015294,0.05663064124724229,0.29025795790390085,0.10182463835055344,0.006445468563577084
0.4418626174750617,0.9106440966971241,-0.0871728079837027,-0.16664671217454907,0.026265299883132948,0.46808164061174407,0.29802154119395374,0.04356547392811905
0.3085017008429387,0.7228150889982818,-0.10775732421313688,0.004856915075811541,0.1529149768007691,0.557567944181514,0.1367678569891213,0.20321832757405156
